id,unit_measure,quantity_input,expiration_date,quantity_measure,days_to_sold,product_input_showcase_today
8750,kg,11,186,11,6,False
8751,L,10,-200,5,12,False
8752,UN,93,155,4,7,False
8753,L,86,300,14,2,True
8754,UN,41,142,7,18,True
8755,kg,89,251,13,10,True
8756,UN,29,71,18,16,False
8757,UN,84,-47,19,7,True
8758,UN,96,-40,12,27,True
8759,kg,31,-152,1,8,False
8760,L,21,71,16,19,False
8761,L,87,418,5,13,False
8762,UN,2,236,3,1,False
8763,UN,12,76,18,26,False
8764,UN,27,342,16,6,False
8765,kg,3,281,7,15,True
8766,L,1,419,9,29,False
8767,kg,26,-100,12,14,True
8768,UN,4,-12,3,29,True
8769,L,94,412,10,7,True
8770,L,22,113,10,12,True
8771,kg,30,181,7,10,True
8772,kg,71,-180,15,20,False
8773,L,87,-155,10,4,False
8774,kg,57,417,11,5,True
8775,kg,35,371,10,28,False
8776,UN,10,32,17,1,True
8777,UN,25,283,19,2,True
8778,kg,12,246,8,20,False
8779,L,21,-33,18,21,True
8780,kg,3,-153,7,21,False
8781,UN,65,211,1,18,True
8782,UN,5,-189,7,17,False
8783,UN,74,78,10,28,False
8784,UN,93,199,9,14,False
8785,UN,55,-146,11,7,False
8786,kg,79,-250,1,8,True
8787,UN,23,-138,18,3,True
8788,L,97,156,2,7,False
8789,UN,22,301,19,6,True
8790,L,63,122,10,14,False
8791,L,76,255,12,19,False
8792,kg,25,64,19,21,False
8793,UN,92,318,4,28,True
8794,kg,44,208,17,19,False
8795,L,79,-49,18,8,True
8796,L,26,-28,19,9,True
8797,L,45,68,17,20,True
8798,kg,6,376,3,20,False
8799,kg,90,-64,15,11,False
8800,kg,80,313,18,5,True
8801,kg,59,-261,18,3,False
8802,kg,45,308,13,13,True
8803,kg,59,-30,4,6,True
8804,kg,67,66,13,20,True
8805,UN,41,-258,18,23,True
8806,kg,53,-295,17,2,True
8807,UN,41,190,5,1,False
8808,L,40,-101,2,9,True
8809,UN,91,155,14,22,False
8810,kg,23,-165,10,14,True
8811,kg,47,273,9,16,True
8812,L,44,-172,17,17,True
8813,L,34,307,9,21,False
8814,kg,73,394,6,10,True
8815,UN,92,183,9,1,True
8816,L,33,366,14,20,True
8817,L,4,-291,14,4,False
8818,L,47,376,5,15,False
8819,UN,43,74,19,19,True
8820,L,38,160,1,11,False
8821,UN,37,122,13,13,False
8822,UN,57,150,1,28,False
8823,L,60,254,8,10,True
8824,L,48,-37,16,17,True
8825,kg,53,30,14,15,False
8826,kg,76,307,1,7,True
8827,kg,51,335,14,16,False
8828,L,68,-64,6,10,True
8829,UN,10,88,8,19,False
8830,UN,16,375,3,20,False
8831,UN,67,343,9,18,False
8832,kg,77,-139,2,8,False
8833,L,8,363,12,13,True
8834,kg,2,-242,17,25,True
8835,kg,48,303,1,6,True
8836,kg,13,77,14,5,False
8837,kg,95,-305,8,7,True
8838,kg,64,-85,15,13,False
8839,kg,65,134,1,24,False
8840,UN,32,-219,1,28,True
8841,kg,85,-304,10,1,False
8842,L,91,190,14,19,False
8843,UN,18,195,5,12,False
8844,L,51,312,13,17,False
8845,kg,53,-59,15,5,False
8846,UN,8,239,2,17,True
8847,UN,59,-71,4,29,True
8848,L,89,-273,15,14,True
8849,kg,92,321,12,20,True
8850,L,61,-295,18,4,True
8851,kg,26,353,14,8,True
8852,UN,58,44,8,13,False
8853,kg,84,89,19,3,True
8854,kg,81,422,13,11,True
8855,L,14,355,5,7,True
8856,kg,36,46,3,20,True
8857,kg,66,137,15,20,True
8858,kg,93,138,8,23,False
8859,UN,3,-152,1,1,True
8860,UN,94,311,5,24,False
8861,kg,20,150,8,25,True
8862,UN,30,343,10,25,True
8863,L,42,307,9,27,False
8864,UN,26,148,14,27,False
8865,kg,21,196,19,16,True
8866,UN,76,374,12,6,True
8867,L,96,-108,16,25,True
8868,UN,82,-139,2,7,True
8869,kg,15,73,16,23,False
8870,L,2,-22,18,27,True
8871,L,36,172,10,15,True
8872,kg,94,54,3,19,True
8873,kg,89,301,2,7,True
8874,UN,23,296,17,14,False
8875,kg,10,-243,1,17,True
8876,kg,93,380,6,11,False
8877,L,98,0,11,28,False
8878,L,25,194,9,28,True
8879,L,79,-253,3,26,False
8880,UN,36,-262,10,21,True
8881,UN,65,57,9,21,False
8882,kg,90,-47,1,26,True
8883,UN,79,118,14,5,False
8884,L,23,233,19,3,False
8885,kg,80,101,7,19,True
8886,kg,41,140,8,16,False
8887,kg,33,44,15,2,True
8888,kg,22,72,16,26,True
8889,kg,31,-92,7,7,True
8890,L,26,-255,10,26,True
8891,UN,66,328,6,4,True
8892,L,90,125,7,23,False
8893,UN,8,-90,5,16,False
8894,kg,64,-181,1,27,False
8895,L,46,201,9,8,False
8896,kg,88,-243,8,17,False
8897,L,33,74,15,3,True
8898,L,86,205,5,25,False
8899,UN,55,-209,2,24,False
8900,kg,99,-116,7,1,False
8901,UN,75,-157,14,24,True
8902,kg,93,334,12,20,False
8903,L,57,317,14,16,False
8904,L,58,60,10,8,False
8905,kg,69,-131,7,13,False
8906,kg,58,140,16,29,True
8907,L,28,212,13,15,False
8908,UN,64,232,1,17,True
8909,kg,55,155,5,11,False
8910,L,61,331,19,29,False
8911,L,52,-226,1,25,False
8912,L,35,423,11,21,False
8913,UN,79,164,2,15,False
8914,kg,6,269,10,28,False
8915,L,48,-245,18,3,True
8916,kg,97,316,12,27,False
8917,kg,63,-63,7,4,False
8918,kg,35,43,1,8,False
8919,UN,33,30,13,29,False
8920,kg,75,61,18,6,False
8921,kg,94,205,10,18,True
8922,UN,8,36,12,22,False
8923,kg,72,-191,16,4,True
8924,L,46,200,8,14,True
8925,kg,72,302,3,23,True
8926,UN,83,-299,3,5,False
8927,kg,24,229,11,24,False
8928,L,89,-262,12,8,True
8929,L,20,303,14,23,False
8930,kg,22,49,16,1,False
8931,kg,32,398,13,9,False
8932,kg,21,305,12,2,True
8933,L,41,-185,18,17,False
8934,kg,92,-176,8,14,True
8935,L,24,420,17,2,True
8936,L,72,51,4,22,False
8937,UN,10,-303,3,1,True
8938,UN,32,-302,19,18,True
8939,UN,49,205,19,21,False
8940,kg,42,44,9,19,False
8941,UN,81,-137,18,18,True
8942,L,33,47,9,24,False
8943,UN,62,-285,2,3,False
8944,L,67,-277,14,15,True
8945,L,25,-61,13,4,True
8946,L,65,123,6,21,False
8947,UN,62,280,6,29,False
8948,kg,67,248,4,4,True
8949,L,29,-305,16,9,True
8950,UN,8,33,8,26,True
8951,UN,59,59,12,10,True
8952,kg,68,413,10,5,True
8953,L,22,331,5,2,False
8954,kg,41,23,1,19,False
8955,kg,55,-90,1,28,False
8956,kg,61,56,12,8,True
8957,L,11,206,7,1,False
8958,UN,55,94,12,20,False
8959,UN,61,-187,9,7,True
8960,kg,4,242,15,15,False
8961,L,83,-10,3,4,True
8962,UN,94,-121,5,9,True
8963,L,80,129,12,20,False
8964,UN,98,78,4,24,True
8965,L,85,288,4,24,True
8966,UN,54,253,3,21,True
8967,kg,87,177,11,27,False
8968,kg,2,-269,13,29,False
8969,kg,89,-99,6,10,False
8970,L,50,-116,10,3,False
8971,kg,82,-102,8,27,False
8972,L,41,248,19,19,True
8973,L,44,105,3,28,False
8974,kg,8,-133,18,28,True
8975,L,9,-84,9,28,True
8976,L,68,-37,17,7,False
8977,L,1,-287,15,24,True
8978,kg,20,-84,17,11,False
8979,L,54,-90,5,24,False
8980,L,24,-211,3,2,True
8981,kg,55,325,17,15,True
8982,UN,15,249,11,24,False
8983,kg,50,331,1,10,True
8984,UN,31,-298,9,21,True
8985,UN,16,223,14,6,False
8986,UN,35,408,4,23,True
8987,L,17,-39,7,6,True
8988,UN,83,-16,17,10,False
8989,L,72,383,15,12,False
8990,kg,98,378,11,12,False
8991,L,80,-19,16,28,True
8992,kg,94,142,1,3,True
8993,kg,88,120,2,7,False
8994,UN,54,-57,6,28,True
8995,kg,41,-198,18,8,False
8996,L,17,-211,13,3,True
8997,UN,86,421,14,19,False
8998,kg,62,174,11,7,True
8999,UN,87,200,13,9,True
9000,L,14,-173,18,20,True
9001,UN,5,-62,5,17,False
9002,L,17,-204,5,20,True
9003,UN,61,270,10,1,True
9004,kg,66,-50,7,8,True
9005,kg,54,423,17,3,False
9006,L,44,226,2,8,True
9007,UN,40,298,15,26,True
9008,kg,89,-260,17,7,False
9009,L,67,402,9,19,True
9010,L,42,257,19,21,False
9011,L,3,-288,2,7,False
9012,UN,19,-212,9,4,False
9013,UN,39,158,12,11,True
9014,UN,38,327,18,2,True
9015,UN,77,18,2,2,False
9016,UN,45,-48,15,25,False
9017,L,32,11,2,16,True
9018,kg,27,-35,9,20,False
9019,L,50,-72,15,24,False
9020,kg,21,-266,6,19,False
9021,kg,49,396,11,11,False
9022,UN,50,368,16,18,False
9023,UN,71,-29,3,16,False
9024,UN,29,322,8,13,True
9025,kg,99,-152,11,15,False
9026,L,32,-116,17,22,False
9027,L,44,28,7,25,True
9028,UN,80,230,17,18,False
9029,UN,95,-269,5,21,True
9030,UN,82,-133,2,13,False
9031,UN,74,203,6,5,False
9032,L,24,-101,8,28,True
9033,kg,69,-13,8,23,True
9034,UN,74,265,16,27,False
9035,L,49,-203,3,28,True
9036,UN,78,-171,9,6,True
9037,UN,78,326,14,20,False
9038,kg,70,-249,1,11,False
9039,kg,13,219,6,1,True
9040,L,94,-42,9,24,False
9041,L,4,-218,13,14,True
9042,L,5,46,4,27,False
9043,L,71,-79,12,17,False
9044,UN,89,-248,19,21,True
9045,kg,7,-128,6,23,True
9046,kg,20,-20,9,4,False
9047,kg,91,15,9,4,False
9048,L,56,-101,2,4,False
9049,kg,7,-61,3,13,False
9050,L,95,-231,3,27,True
9051,L,51,355,8,10,True
9052,UN,67,-224,3,3,False
9053,UN,81,393,2,16,False
9054,UN,79,290,2,3,True
9055,L,46,159,7,21,True
9056,UN,49,65,12,13,False
9057,kg,15,-3,18,12,False
9058,kg,2,136,5,4,True
9059,kg,2,36,9,15,True
9060,L,60,179,15,21,False
9061,L,7,185,19,12,True
9062,L,40,252,3,21,False
9063,UN,87,11,10,5,True
9064,UN,11,313,2,23,True
9065,kg,9,19,5,4,True
9066,L,13,-104,7,18,False
9067,UN,29,233,3,17,False
9068,UN,48,-12,3,29,True
9069,kg,77,104,16,13,True
9070,UN,77,-267,8,13,False
9071,L,27,-81,5,16,False
9072,UN,5,365,6,14,False
9073,UN,46,85,6,25,False
9074,L,78,-104,7,3,True
9075,L,12,-9,15,3,False
9076,UN,18,413,15,10,False
9077,UN,29,7,7,12,True
9078,kg,99,5,7,7,False
9079,UN,62,-40,8,7,True
9080,kg,67,58,12,14,False
9081,UN,88,362,6,25,False
9082,kg,34,355,14,5,True
9083,kg,24,335,18,5,False
9084,L,7,162,19,11,False
9085,UN,31,-114,14,25,True
9086,L,70,120,6,24,True
9087,kg,22,412,7,8,True
9088,UN,42,-239,10,15,True
9089,L,98,278,18,12,True
9090,UN,79,-32,4,2,True
9091,L,83,3,8,19,False
9092,kg,17,-252,16,1,False
9093,kg,25,325,18,9,False
9094,L,93,359,6,12,False
9095,L,28,-235,19,14,True
9096,kg,36,-20,1,3,False
9097,kg,44,369,6,15,False
9098,L,26,217,1,15,True
9099,kg,5,263,13,12,False
9100,UN,76,-4,11,9,True
9101,kg,41,205,10,22,True
9102,kg,92,-233,14,7,False
9103,L,6,-43,3,25,True
9104,kg,45,-8,12,10,True
9105,UN,53,32,13,15,False
9106,kg,93,43,7,22,True
9107,kg,44,-37,10,13,False
9108,L,59,-161,19,4,True
9109,UN,28,59,3,17,False
9110,kg,50,238,18,26,True
9111,L,72,82,10,29,True
9112,UN,5,172,11,18,True
9113,UN,33,-135,4,22,False
9114,L,88,184,2,24,False
9115,UN,71,406,16,14,False
9116,kg,58,-133,15,9,False
9117,kg,25,275,4,11,True
9118,L,79,188,1,13,True
9119,UN,55,246,14,22,True
9120,L,25,-145,12,20,True
9121,kg,16,28,10,4,True
9122,kg,89,-12,8,21,True
9123,kg,28,-132,9,6,False
9124,UN,86,-62,11,21,False
9125,UN,1,-57,13,6,True
9126,kg,52,145,2,1,False
9127,UN,40,-14,3,3,True
9128,kg,95,263,17,9,False
9129,UN,98,-89,2,29,True
9130,kg,66,168,10,7,False
9131,kg,76,-283,5,7,True
9132,kg,5,155,11,17,True
9133,UN,12,312,11,25,False
9134,kg,58,107,3,10,True
9135,kg,13,-19,11,22,True
9136,L,95,-277,4,6,True
9137,kg,73,-198,12,26,False
9138,L,50,-44,5,7,False
9139,UN,93,-100,15,9,True
9140,kg,45,171,19,28,False
9141,UN,69,37,2,18,True
9142,UN,15,274,19,5,True
9143,kg,5,-273,6,21,True
9144,UN,37,171,10,19,True
9145,UN,62,259,7,5,True
9146,kg,36,254,2,18,False
9147,UN,81,298,2,5,False
9148,kg,22,183,12,6,True
9149,UN,15,50,10,25,True
9150,UN,14,226,19,23,False
9151,kg,15,258,13,16,False
9152,UN,91,-264,10,23,False
9153,UN,81,291,7,21,True
9154,kg,35,-69,8,23,True
9155,UN,37,-305,7,21,False
9156,UN,48,86,18,12,False
9157,kg,61,-236,11,2,True
9158,L,15,-71,3,15,False
9159,kg,57,190,8,10,False
9160,UN,90,-61,19,25,False
9161,UN,17,407,9,6,True
9162,L,13,374,12,28,False
9163,kg,13,379,3,29,True
9164,kg,89,-208,6,26,False
9165,L,67,217,8,26,True
9166,UN,68,398,14,29,False
9167,UN,89,354,10,2,False
9168,L,53,-121,13,26,False
9169,kg,83,121,15,11,False
9170,L,15,-109,7,1,True
9171,L,17,259,4,29,True
9172,L,92,283,7,18,False
9173,L,12,-208,10,29,False
9174,L,78,147,8,18,True
9175,UN,73,31,2,28,True
9176,L,54,270,11,4,False
9177,kg,9,386,2,12,False
9178,UN,37,218,17,21,True
9179,L,49,-74,9,10,False
9180,kg,30,-10,10,1,False
9181,kg,59,-145,18,16,False
9182,L,90,-181,14,10,True
9183,kg,85,103,3,22,False
9184,kg,36,345,4,1,False
9185,UN,7,-89,13,9,False
9186,kg,59,32,2,28,True
9187,UN,63,-162,18,19,False
9188,L,60,28,17,7,False
9189,kg,75,295,12,22,True
9190,kg,36,-27,4,11,False
9191,L,6,341,15,10,True
9192,kg,47,155,9,26,True
9193,UN,67,296,4,21,True
9194,UN,89,287,1,9,False
9195,kg,58,263,1,16,True
9196,UN,79,169,16,5,True
9197,kg,22,-284,14,6,False
9198,kg,50,313,14,29,False
9199,kg,30,287,8,14,False
9200,kg,22,363,13,25,True
9201,UN,47,140,4,4,False
9202,UN,36,-286,5,25,False
9203,L,11,373,16,1,True
9204,kg,40,149,12,22,False
9205,UN,42,-198,16,29,False
9206,UN,39,-12,7,12,True
9207,L,87,209,14,5,True
9208,kg,35,-278,2,2,True
9209,UN,47,393,18,3,False
9210,L,62,97,10,12,True
9211,UN,48,-221,2,13,False
9212,L,99,293,18,22,False
9213,L,63,10,16,17,True
9214,UN,49,58,14,10,True
9215,UN,6,35,4,16,False
9216,kg,83,-266,12,6,True
9217,UN,90,205,18,27,True
9218,L,81,363,6,10,True
9219,L,72,-242,3,13,True
9220,kg,68,-177,8,19,False
9221,kg,58,283,2,9,True
9222,UN,61,242,15,24,False
9223,L,49,6,3,14,False
9224,kg,25,204,2,15,True
9225,kg,61,359,7,1,True
9226,L,91,113,7,25,False
9227,UN,45,-34,9,22,False
9228,L,92,10,15,25,False
9229,L,56,230,16,8,False
9230,L,81,-103,18,21,False
9231,L,15,108,13,14,False
9232,L,64,213,9,26,False
9233,L,4,385,10,17,True
9234,kg,14,-118,13,4,False
9235,L,88,270,10,1,True
9236,kg,69,311,15,16,True
9237,kg,97,-74,9,18,True
9238,kg,56,372,19,17,False
9239,L,67,-7,10,4,False
9240,L,76,38,16,25,False
9241,UN,87,-48,13,18,False
9242,UN,29,-15,4,16,False
9243,UN,14,301,15,25,True
9244,L,50,256,9,23,False
9245,L,16,-109,7,20,False
9246,L,59,183,1,25,True
9247,kg,91,-105,13,16,True
9248,UN,72,329,7,29,False
9249,UN,51,-300,7,13,True
9250,UN,21,201,10,22,True
9251,kg,35,-168,18,16,True
9252,kg,41,365,6,22,False
9253,L,24,-103,14,25,False
9254,UN,6,61,8,15,False
9255,kg,64,-203,1,15,True
9256,UN,73,-15,18,7,False
9257,L,30,-284,9,2,False
9258,kg,69,394,10,27,True
9259,kg,96,-35,16,3,False
9260,UN,33,39,16,1,False
9261,UN,66,313,7,25,False
9262,kg,4,343,17,21,True
9263,UN,87,361,16,16,False
9264,L,31,230,18,10,True
9265,L,90,50,13,2,True
9266,kg,4,323,6,26,True
9267,kg,2,21,13,25,True
9268,L,38,-250,8,7,False
9269,L,71,408,10,10,False
9270,L,91,200,8,4,False
9271,kg,89,-157,15,4,True
9272,kg,9,151,7,17,False
9273,L,86,376,14,25,True
9274,L,71,89,16,3,True
9275,L,91,159,4,26,True
9276,UN,53,325,6,28,False
9277,UN,27,401,18,15,False
9278,L,46,-64,10,21,True
9279,L,94,39,1,16,True
9280,L,47,323,12,11,False
9281,kg,37,136,14,26,False
9282,L,24,62,6,8,False
9283,L,86,-243,12,9,True
9284,UN,14,130,14,9,True
9285,UN,30,406,4,20,False
9286,kg,43,383,10,26,False
9287,kg,99,338,2,26,False
9288,UN,54,308,7,3,True
9289,UN,43,-253,5,2,True
9290,L,50,360,3,13,True
9291,kg,10,-186,6,11,True
9292,UN,64,-73,4,28,True
9293,L,8,80,6,1,True
9294,UN,19,-86,17,29,True
9295,UN,70,-22,6,22,True
9296,UN,39,396,9,14,True
9297,L,49,83,15,19,True
9298,L,31,263,6,23,False
9299,L,14,293,2,7,False
9300,UN,45,283,4,19,True
9301,UN,3,307,1,4,False
9302,UN,68,33,9,22,False
9303,L,52,-285,19,29,False
9304,L,42,162,13,2,False
9305,UN,81,122,18,17,True
9306,UN,7,-178,1,16,False
9307,L,60,-75,8,28,False
9308,L,14,-60,9,13,True
9309,kg,93,103,2,15,False
9310,kg,94,-30,10,3,False
9311,kg,54,134,10,5,False
9312,kg,71,-104,2,27,False
9313,L,71,-246,3,26,True
9314,UN,63,424,6,24,False
9315,L,96,93,18,2,True
9316,UN,35,9,14,6,False
9317,UN,74,155,18,1,True
9318,L,12,84,13,1,False
9319,UN,8,-254,19,21,False
9320,L,32,29,10,18,True
9321,L,75,5,5,5,False
9322,UN,22,411,13,18,True
9323,L,11,-210,19,7,False
9324,UN,67,-16,17,3,True
9325,UN,12,381,4,1,True
9326,L,34,76,12,24,False
9327,UN,7,182,6,24,False
9328,kg,15,67,6,21,False
9329,UN,74,61,1,10,True
9330,L,55,246,9,24,True
9331,UN,52,-145,9,14,True
9332,L,35,110,6,17,False
9333,kg,88,-234,10,12,True
9334,UN,57,209,2,10,False
9335,UN,12,-300,2,3,False
9336,UN,32,261,14,27,False
9337,L,47,-158,2,4,True
9338,kg,8,-220,1,2,True
9339,L,4,357,11,13,False
9340,UN,10,337,4,17,True
9341,UN,54,347,8,1,True
9342,L,83,221,9,7,False
9343,UN,96,52,8,15,True
9344,kg,80,392,19,3,True
9345,kg,33,-237,13,24,False
9346,L,7,244,14,26,False
9347,kg,79,-56,13,26,True
9348,L,28,421,1,11,True
9349,kg,7,-45,17,1,True
9350,kg,74,329,12,24,True
9351,UN,61,184,13,17,True
9352,L,58,202,17,3,True
9353,UN,12,206,5,26,True
9354,kg,86,93,16,5,True
9355,kg,14,287,3,6,False
9356,UN,98,65,18,27,True
9357,L,58,251,4,16,True
9358,L,91,-195,10,7,True
9359,kg,29,-277,16,22,False
9360,L,12,147,12,26,False
9361,L,32,-158,13,24,True
9362,UN,29,-115,8,7,False
9363,L,69,39,13,19,False
9364,UN,89,-66,15,27,False
9365,UN,59,-44,4,27,False
9366,kg,70,169,4,6,True
9367,UN,27,59,19,23,True
9368,UN,75,-86,16,12,False
9369,L,97,59,15,19,True
9370,L,8,275,4,2,True
9371,L,55,344,12,10,True
9372,kg,85,-278,4,11,True
9373,L,33,-9,3,19,True
9374,L,67,72,10,28,False
9375,UN,55,403,13,18,True
9376,L,57,148,3,19,True
9377,kg,45,226,6,22,False
9378,L,57,-110,12,15,True
9379,kg,30,-134,1,12,False
9380,L,58,33,1,28,False
9381,UN,48,420,9,26,True
9382,UN,23,-238,9,22,True
9383,L,15,-31,2,11,False
9384,kg,32,-104,12,9,True
9385,L,87,136,14,18,False
9386,L,17,289,9,8,True
9387,kg,21,-56,3,8,True
9388,L,30,374,11,10,True
9389,UN,12,275,1,28,True
9390,kg,95,411,4,15,False
9391,UN,58,-169,14,27,False
9392,kg,93,-289,13,6,True
9393,L,45,-262,5,15,False
9394,kg,95,41,13,4,True
9395,UN,19,-74,16,2,True
9396,L,34,-114,11,4,True
9397,UN,67,363,18,21,True
9398,L,54,-31,15,17,False
9399,kg,3,-20,16,20,False
9400,UN,93,-298,5,10,False
9401,kg,73,-292,2,23,False
9402,UN,65,223,13,16,False
9403,kg,75,279,5,20,True
9404,UN,99,-137,11,7,False
9405,kg,67,293,15,11,True
9406,L,21,189,8,11,True
9407,UN,76,-66,16,1,True
9408,UN,11,-303,10,4,False
9409,L,84,175,11,25,True
9410,kg,14,-55,16,16,True
9411,UN,60,208,15,8,False
9412,UN,84,278,6,6,False
9413,UN,22,-54,19,28,True
9414,L,73,-42,1,4,True
9415,UN,8,246,12,26,False
9416,UN,81,416,8,16,True
9417,UN,95,401,1,22,False
9418,UN,2,136,17,17,True
9419,kg,48,-74,11,21,False
9420,UN,69,-248,9,4,True
9421,L,66,321,6,3,False
9422,L,24,-30,4,28,True
9423,UN,91,-67,5,1,False
9424,L,35,20,14,16,False
9425,L,27,176,5,20,False
9426,L,72,161,12,18,True
9427,L,1,17,6,2,False
9428,UN,66,133,10,29,True
9429,L,70,-118,13,5,False
9430,L,62,-76,7,18,True
9431,UN,22,62,3,21,False
9432,UN,81,-95,7,9,False
9433,L,46,167,1,23,True
9434,kg,19,-105,18,17,False
9435,L,63,194,4,17,True
9436,UN,71,-277,16,10,True
9437,L,76,19,16,23,False
9438,L,29,32,1,25,False
9439,kg,19,147,14,18,False
9440,L,1,-256,1,26,False
9441,kg,8,-3,18,12,False
9442,UN,70,-265,3,4,False
9443,L,44,-170,19,12,False
9444,kg,72,323,15,15,False
9445,kg,28,249,16,6,False
9446,UN,89,-257,9,23,False
9447,UN,91,365,13,23,True
9448,kg,82,-258,5,27,True
9449,UN,27,-52,11,12,False
9450,UN,3,213,4,19,True
9451,L,90,-8,2,4,False
9452,UN,43,-138,19,1,False
9453,L,43,278,2,11,False
9454,UN,45,258,17,26,True
9455,kg,14,418,9,8,False
9456,UN,72,355,13,27,False
9457,kg,33,-176,6,12,True
9458,kg,23,397,6,25,True
9459,L,59,-151,5,12,True
9460,kg,31,124,11,21,True
9461,L,44,358,10,9,False
9462,UN,98,164,9,22,True
9463,UN,38,239,2,13,False
9464,L,99,-76,17,14,False
9465,kg,84,91,15,18,True
9466,kg,57,-274,2,22,False
9467,UN,82,-290,16,9,True
9468,kg,2,56,9,9,True
9469,UN,73,355,9,26,False
9470,kg,53,96,16,2,True
9471,kg,4,297,2,22,True
9472,kg,63,-62,9,17,False
9473,kg,47,241,8,25,False
9474,UN,49,-131,14,4,True
9475,UN,36,46,10,19,True
9476,kg,55,186,18,8,True
9477,UN,62,-49,17,28,True
9478,kg,56,71,3,23,False
9479,UN,64,-183,3,18,False
9480,L,23,196,16,18,True
9481,L,7,144,19,17,True
9482,kg,48,267,8,13,False
9483,kg,4,139,3,6,False
9484,L,43,120,19,4,False
9485,kg,85,52,2,22,False
9486,kg,27,209,17,23,False
9487,UN,91,330,14,20,True
9488,UN,96,-278,13,10,False
9489,kg,38,179,16,3,False
9490,kg,92,-146,14,4,True
9491,UN,82,-187,2,14,True
9492,UN,59,-291,10,24,False
9493,L,24,111,5,26,True
9494,L,12,217,13,16,False
9495,kg,76,102,4,8,True
9496,L,85,267,4,13,True
9497,L,69,409,13,22,False
9498,L,7,19,15,28,True
9499,kg,2,231,2,17,True
9500,L,82,-123,5,13,False
9501,UN,10,-191,13,5,False
9502,L,24,-174,17,13,True
9503,kg,2,283,17,19,False
9504,UN,19,-277,14,7,True
9505,UN,59,-287,10,13,False
9506,kg,96,28,18,25,True
9507,UN,37,255,14,8,False
9508,L,69,40,12,28,True
9509,L,61,-12,16,15,False
9510,kg,51,-265,14,6,True
9511,L,82,-154,17,10,False
9512,kg,82,262,14,6,False
9513,kg,70,219,18,6,True
9514,UN,35,-97,11,6,False
9515,L,27,361,19,9,True
9516,L,10,257,13,20,True
9517,L,17,112,6,19,False
9518,L,40,12,12,16,False
9519,UN,12,161,4,10,True
9520,L,99,99,16,2,True
9521,kg,42,210,18,7,True
9522,kg,98,-124,1,17,False
9523,L,8,-14,17,19,True
9524,UN,52,162,6,29,True
9525,kg,54,204,4,13,True
9526,kg,78,267,9,15,False
9527,UN,75,275,12,25,True
9528,L,44,-303,13,20,True
9529,kg,95,-158,7,12,True
9530,UN,38,249,16,28,True
9531,L,32,10,12,24,True
9532,L,36,126,3,20,False
9533,L,13,-76,3,20,False
9534,L,91,98,17,29,False
9535,L,19,410,3,7,True
9536,UN,19,345,5,8,True
9537,kg,37,-123,5,4,True
9538,L,92,-281,15,8,False
9539,L,99,-40,6,29,False
9540,kg,80,211,15,2,False
9541,L,59,-87,11,5,True
9542,kg,68,-52,5,18,False
9543,kg,85,-100,3,5,True
9544,UN,43,-52,1,1,True
9545,L,83,111,10,12,False
9546,L,41,-131,10,18,True
9547,kg,43,-232,18,11,False
9548,L,89,85,10,1,True
9549,L,18,-115,13,5,True
9550,kg,42,-58,5,23,True
9551,UN,99,302,2,2,False
9552,UN,90,390,2,11,True
9553,UN,43,76,12,3,False
9554,L,66,221,15,24,True
9555,UN,98,65,10,12,True
9556,UN,77,292,4,29,True
9557,L,52,193,1,29,True
9558,kg,23,212,2,22,True
9559,kg,1,221,2,20,False
9560,L,57,26,4,4,False
9561,kg,23,-266,5,27,False
9562,L,59,-49,15,23,True
9563,kg,77,401,6,19,True
9564,L,29,-99,9,7,True
9565,L,63,-4,17,12,True
9566,UN,40,99,11,3,False
9567,UN,80,214,8,11,False
9568,kg,99,363,5,13,True
9569,L,63,-45,8,2,False
9570,UN,38,-232,18,15,True
9571,UN,74,171,14,17,False
9572,kg,84,-178,15,20,False
9573,UN,71,-244,8,10,True
9574,UN,20,346,7,21,True
9575,L,17,47,1,11,False
9576,kg,53,-296,4,13,False
9577,UN,30,93,4,29,False
9578,kg,95,339,1,7,True
9579,L,29,-27,8,13,False
9580,L,6,-105,17,27,False
9581,UN,72,414,14,12,True
9582,UN,99,279,11,15,False
9583,L,47,318,6,24,False
9584,UN,78,76,19,26,False
9585,UN,70,139,11,2,False
9586,L,99,-257,16,16,False
9587,L,81,342,5,18,False
9588,UN,80,-218,10,21,True
9589,kg,9,408,7,12,False
9590,L,12,361,17,8,True
9591,UN,46,276,5,14,True
9592,kg,45,-286,12,26,False
9593,L,23,-209,16,28,False
9594,kg,96,-192,14,3,False
9595,L,25,-34,10,24,True
9596,L,55,204,4,14,False
9597,L,33,270,8,19,False
9598,L,31,-40,3,4,False
9599,L,23,-69,16,22,False
9600,L,65,-15,9,9,True
9601,kg,36,-121,8,3,True
9602,UN,10,-187,12,3,False
9603,L,69,-248,8,3,True
9604,UN,41,364,3,11,False
9605,UN,86,35,3,10,False
9606,UN,52,-182,3,2,False
9607,kg,16,-290,14,26,True
9608,kg,47,380,9,22,True
9609,L,85,220,13,28,False
9610,kg,67,-204,14,4,False
9611,kg,64,-291,16,21,True
9612,UN,88,-289,11,9,True
9613,UN,24,348,8,10,False
9614,kg,89,206,3,24,True
9615,L,79,361,18,13,False
9616,kg,67,97,8,8,False
9617,kg,88,266,9,2,True
9618,kg,78,363,5,18,True
